ts_unix,ts_iso,raw_ir,raw_red,ac_ir,ac_red,md_ir,md_red,lp_ir,lp_red
1759153099.372501,2025-09-29T16:38:19.372,24.0,0.0,-12879.703125,-27803.75,16495.767578,24119.189453,15207.0,0.0
1759153099.372501,2025-09-29T16:38:19.372,24.0,216.0,-12235.71875,-26197.5625,12259.24707,22302.03125,14800.0,6617.0
1759153099.372501,2025-09-29T16:38:19.372,24.0,0.0,-11623.9375,-25103.6875,8234.554688,20993.335938,12567.0,13989.0
1759153099.372501,2025-09-29T16:38:19.372,5120.0,53248.0,-5946.734375,29399.5,-345.178223,-30164.066406,8338.0,4878.0
1759153099.372501,2025-09-29T16:38:19.372,0.0,0.0,-10769.390625,-25318.5,1378.741211,24250.826172,4501.0,1035.0
1759153099.372501,2025-09-29T16:38:19.372,49152.0,0.0,38921.078125,-24052.5625,-44770.195312,19556.671875,0.0,11270.0
1759153099.372501,2025-09-29T16:38:19.372,49152.0,0.0,36975.03125,-22849.9375,-39459.691406,18374.041016,0.0,15044.0
1759153099.372501,2025-09-29T16:38:19.372,8.0,204.0,-14017.71875,-21503.4375,8176.225098,17060.134766,0.0,16355.0
1759153099.372501,2025-09-29T16:38:19.372,0.0,0.0,-13324.84375,-20632.25,7570.625,12929.514648,0.0,15688.0
1759153099.372501,2025-09-29T16:38:19.372,53248.0,0.0,40589.40625,-19600.65625,-42710.847656,9006.255859,0.0,13372.0
1759153099.372501,2025-09-29T16:38:19.372,0.0,0.0,-14688.0625,-18620.625,12672.695312,5279.145508,0.0,10317.0
1759153099.372501,2025-09-29T16:38:19.372,53248.0,0.0,39294.3125,-17689.59375,-37659.046875,5015.1875,0.0,7781.0
1759153099.372501,2025-09-29T16:38:19.372,53248.0,5120.0,37329.625,-11685.09375,-32226.253906,-14.258789,0.0,5191.0
1759153099.372501,2025-09-29T16:38:19.372,52224.0,3072.0,34439.125,-13148.84375,-26109.324219,-1242.341797,0.0,2336.0
1759153099.372501,2025-09-29T16:38:19.372,52224.0,3072.0,32717.1875,-12491.40625,-21731.875,-4661.818359,0.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,52224.0,12.0,31081.3125,-14926.84375,-17165.265625,-1367.920898,0.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,204.0,12.0,-22492.75,-14180.5,35724.996094,-1313.126953,0.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,0.0,4096.0,-21572.125,-9387.46875,34141.15625,-5058.410156,13644.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,48128.0,2048.0,27634.5,-10966.09375,-12826.71875,-6170.824219,12179.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,51200.0,2048.0,29324.78125,-10417.796875,-11844.056641,-5725.741211,155.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,51200.0,2048.0,27858.53125,-9896.90625,-11115.308594,-5302.921875,0.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,51200.0,4096.0,26465.59375,-7354.0625,-10423.000977,-6812.707031,0.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,20.0,196.0,-26037.6875,-10886.359375,41278.949219,-2572.605469,3434.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,20.0,196.0,-24735.78125,-10342.03125,39216.3125,-2430.918945,21490.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,20.0,196.0,-23499.0,-9824.9375,33706.972656,-2296.297852,28833.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,20.0,196.0,-22324.0625,-9333.6875,32022.96875,-2168.418945,30810.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,0.0,184.0,-21227.84375,-8879.0,26891.9375,-2035.733398,30147.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,4.0,0.0,-20162.46875,-8619.0625,21993.757812,-2091.268555,27349.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,1024.0,53248.0,-18134.34375,45059.90625,16460.734375,-51889.65625,23365.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,1024.0,53248.0,-17227.625,42806.90625,12224.361328,-45950.101562,18940.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,1024.0,53248.0,-16366.25,40666.5625,8199.81543,-40103.527344,14659.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,3072.0,43008.0,-13499.9375,28393.21875,5933.023926,-24991.9375,10935.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,1024.0,54272.0,-14872.9375,38237.5625,7752.63623,-31661.279297,8927.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,1024.0,54272.0,-14129.28125,36325.6875,4224.728516,-26596.619141,7486.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,1024.0,4.0,-13422.8125,-19758.59375,668.419922,28864.941406,5014.0,0.0
1759153099.3735027,2025-09-29T16:38:19.373,4.0,212.0,-13771.671875,-18562.65625,-1758.067383,27091.289062,2287.0,6110.0
1759153099.3735027,2025-09-29T16:38:19.373,0.0,188.0,-13087.09375,-17658.53125,-5079.492188,25500.199219,0.0,16010.0
